arm,rmse_mean,rmse_std,mae_mean,mae_std
strict_slice,0.5193101865014452,0.0011619464728063727,0.29967864059111465,0.0006679114926262303
weighted_full,0.5151467374031115,0.001741440642982605,0.2957290080466724,0.0013930217933366465
