orgId,condition_key,n_genes,cond_iqr,cond_mad
Btheta,bhis with oxytetracycline 0.0001953125 mm|bhis|37,4055,0.3544133632725095,0.1766548484234848
Btheta,bhis with oxytetracycline 0.000390625 mm|bhis|37,8110,0.38252932603362577,0.18896062826356402
Btheta,bhis with oxytetracycline 0.00078125 mm|bhis|37,4055,0.384796828131231,0.1893245022704165
Btheta,bhis with paraquat dichloride 0.1 mg/ml|bhis|37,8110,0.484672224433184,0.24351725177226405
Btheta,bhis with perchlorate 100 mm|bhis|37,8110,0.28887923027690754,0.14386560269101417
Btheta,bhis with perchlorate 150 mm|bhis|37,8110,0.313627193346965,0.15635464170143248
Btheta,bhis with ramoplanin 0.003125 mm|bhis|37,4055,0.4101446677370115,0.2023697407604384
Btheta,bhis with rifampicin 0.0000244140625 mm|bhis|37,8110,0.40978466901363175,0.20371883153008552
Btheta,bhis with rifampicin 0.000048828125 mm|bhis|37,4055,0.4328878309004955,0.2145199748235824
Btheta,bhis with sodium fluoride 30 mm|bhis|37,4055,0.3413716802456185,0.17218047311157644
Btheta,bhis with spiramycin 0.2 mm|bhis|37,4055,0.384105727074904,0.1892526306893186
Btheta,bhis with sulfamethizole 0.1 mm|bhis|37,8110,0.3949007832672695,0.197529891131977
Btheta,bhis with sulfamonomethoxine 0.1 mm|bhis|37,8110,0.4385083443176535,0.2177532096040991
Btheta,bhis with sulfamonomethoxine 0.2 mm|bhis|37,8110,0.4759386540104245,0.23782759268368614
Btheta,bhis with sulfaquinoxaline 0.1 mm|bhis|37,8110,0.438158274759095,0.2195698607884915
Btheta,bhis with sulfaquinoxaline 0.2 mm|bhis|37,4055,0.2802580867812845,0.14034663859454996
Btheta,bhis with thioridazine 0.0125 mm|bhis|37,16220,0.44924862332114923,0.22311700614866203
Btheta,bhis with thioridazine 0.025 mm|bhis|37,4055,0.602358943120846,0.3002901135257579
Btheta,bhis with trimethoprim 0.00625 mm|bhis|37,8110,0.557018946958276,0.278188572385777
Btheta,bhis with trimethoprim 0.0125 mm|bhis|37,4055,0.6384403357639544,0.31990067155703406
Btheta,bhis with vancomycin 0.016 mg/ml|bhis|37,8110,0.40547085929207005,0.20232240505055898
Btheta,bhis with vancomycin hydrochloride from streptomyces orientalis 0.0125 mm|bhis|37,4055,0.4269350683514105,0.21443562406364536
Btheta,bhis with zinc pyrithione 0.0125 mm|bhis|37,4055,0.38107939379015,0.1868820231611102
Btheta,bhis with zinc pyrithione 0.025 mm|bhis|37,4055,0.42105329506050854,0.2116359280338487
Btheta,bhis with zinc pyrithione 0.05 mm|bhis|37,8110,0.3795085998782015,0.1894850605158909
Btheta,bhis|bhis|37,4055,0.30134616231332595,0.14864124192660688
Btheta,bile salts 0.25 mg/ml|varel_bryant_medium_glucose|37,4055,0.356456858022563,0.17426732509369972
Btheta,bile salts 0.5 mg/ml|varel_bryant_medium_glucose|37,8110,0.44900239733568226,0.22477864136880854
Btheta,casamino acids (n)|varel_bryant_medium_nonitrogen|37,4055,0.3488667771573815,0.1707434934683674
Btheta,chondroitin sulfate a from bovine trachea (c)|varel_bryant_medium|37,8110,0.34528813218966276,0.1711741010735345
Btheta,cobalt chloride 0.005 mm|varel_bryant_medium_glucose|37,8110,0.3509635688951515,0.17295372261392966
Btheta,cobalt chloride 0.05 mm|varel_bryant_medium_glucose|37,8110,0.3294132121113,0.1622786326684836
Btheta,cobalt chloride 0.5 mm|varel_bryant_medium_glucose|37,4055,0.3441913019370725,0.1693339874167355
