bin_lo,bin_hi,n_rows,rmse,mae,arm
0.0,0.5,1060317,0.5803107473076257,0.37720746966041724,multihot_canonical_id
0.5,0.7,959112,0.6220852973724452,0.36096548174425414,multihot_canonical_id
0.7,0.85,74736,0.606713885292959,0.4246947134171121,multihot_canonical_id
0.85,1.01,9861,0.5255802529314806,0.39796058426413156,multihot_canonical_id
0.0,0.5,1060317,3.3354794211080385,2.3740069453211885,media_id
0.5,0.7,959112,3.4478687993277917,2.277150128389365,media_id
0.7,0.85,74736,2.880680182525444,2.291319177375228,media_id
0.85,1.01,9861,2.1584949845576444,2.0218735747947782,media_id
