,Cup4G11,BFirm,pseudo5_N2C3_1,Burk376,Smeli,pseudo6_N2E2,pseudo3_N2E3,azobra,Putida,Koxy,Pedo557,WCS417,pseudo13_GW456_L13,pseudo1_N1B4,SyringaeB728a,SyringaeB728a_mexBdelta,Btheta,RalstoniaPSI07,RalstoniaGMI1000,Cola,acidovorax_3H11,HerbieS,RalstoniaUW163,Keio,MR1,RalstoniaBSBF1503,DdiaME23,Dda3937,Ponti,ANA3,Marino,Dyella79,Ddia6719,Korea,psRCH2,Caulo,Magneto,Dino,SB2B,Phaeo,PV4,DvH,PS,Miya,Kang,SynE,Methanococcus_JJ,Methanococcus_S2
genes,6384,5428,5193,5153,5133,5133,5028,4833,4778,4608,4423,4419,4350,4336,4314,4282,4055,4029,3980,3954,3935,3879,3795,3789,3782,3779,3761,3705,3685,3668,3650,3625,3528,3393,3349,3312,3221,3187,3121,3099,3009,2741,2561,2531,2003,1899,1383,1244
