protocol,test_seen,test_unseen,val_seen,val_unseen
high_overlap_easy,1.0,0.0,1.0,0.0
largest_by_rows,0.9761904761904762,0.023809523809523836,0.9861111111111112,0.01388888888888884
low_overlap_stress,0.9512195121951219,0.04878048780487809,0.9473684210526315,0.052631578947368474
multi_org_balanced,1.0,0.0,1.0,0.0
