,Btheta,DvH,Putida,psRCH2,pseudo3_N2E3,pseudo6_N2E2,Koxy,pseudo5_N2C3_1,Marino,WCS417,Phaeo,Cola,Pedo557,Cup4G11,MR1,Caulo,pseudo1_N1B4,Keio,BFirm,SB2B,Dino,acidovorax_3H11,Korea,PV4,Smeli,Methanococcus_S2,pseudo13_GW456_L13,Miya,azobra,ANA3,Ponti,HerbieS,DdiaME23,Dyella79,SynE,Kang,Dda3937,PS,SyringaeB728a,Methanococcus_JJ,Burk376,Ddia6719,Magneto,SyringaeB728a_mexBdelta,RalstoniaPSI07,RalstoniaBSBF1503,RalstoniaGMI1000,RalstoniaUW163
rows,2104545,2074937,1433400,1172150,1060908,965004,958464,955512,930750,888219,849126,798708,782871,676704,665632,655776,637392,636552,613364,592990,592782,550900,549666,481440,461970,461524,461100,450518,439803,392476,383240,372384,259509,246500,244971,216324,214890,202319,198444,178407,154590,116424,115956,98486,32232,30232,27860,22770
