orgId,name,Media,expGroup,condition_1,concentration_1,units_1,condition_2,concentration_2,units_2,condition_3,concentration_3,units_3,condition_4,concentration_4,units_4,temperature,pH,aerobic,shaking,growthMethod
DdiaME23,set15TCH724,M9+sucrose,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH725,M9+sucrose,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH726,M9+sucrose,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH727,M9+starch,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH728,M9+starch,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH729,M9+starch,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH730,M9+polygalacturonate,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH731,M9+polygalacturonate,carbon source,,,,,,,,,,,,,,,,,
DdiaME23,set15TCH732,M9+polygalacturonate,carbon source,,,,,,,,,,,,,,,,,
Dino,set9IT036,DinoMM_noCarbon_HighNutrient,carbon source,Sucrose,10,mM,,,,,,,,,,30,7,Aerobic,700 rpm,
Dino,set9IT038,DinoMM_noCarbon_HighNutrient,carbon source,Sucrose,2.5,mM,,,,,,,,,,30,7,Aerobic,700 rpm,
Dino,set9IT040,DinoMM_noCarbon_HighNutrient,carbon source,Sucrose,10,mM,,,,,,,,,,30,7,Aerobic,700 rpm,
Dino,set9IT042,DinoMM_noCarbon_HighNutrient,carbon source,Sucrose,2.5,mM,,,,,,,,,,30,7,Aerobic,700 rpm,
DvH,set1S194,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S195,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S196,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S197,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S198,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S199,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S200,Dv_base_medium,respiratory growth,Sodium D-Lactate,20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S201,Dv_base_medium,respiratory growth,Sodium D-Lactate,20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S202,Dv_base_medium,respiratory growth,Sodium D-Lactate,20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S203,Dv_base_medium,respiratory growth,Sodium L-Lactate,20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S204,Dv_base_medium,respiratory growth,Sodium L-Lactate,20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S205,Dv_base_medium,respiratory growth,Sodium L-Lactate,20,mM,Sodium sulfate,30,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S206,LS4D,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S207,LS4D,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S208,LS4D,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S209,MoYLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S210,MoYLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S211,MoYLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S212,MoLS4_no_ammonium,nitrogen source,casamino acids,2,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S213,MoLS4_no_ammonium,nitrogen source,casamino acids,2,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S214,MoLS4_no_ammonium,nitrogen source,casamino acids,2,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S215,MoLS4_no_ammonium,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S216,MoLS4_no_ammonium,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S217,MoLS4_no_ammonium,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S218,MoLS4,nutrient,L-Methionine,1,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S219,MoLS4,nutrient,L-Methionine,1,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S220,MoLS4,nutrient,L-Methionine,10,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S221,MoLS4,nutrient,L-Methionine,10,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S222,MoLS4,nutrient,L-Methionine,10,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S223,MoLS4,nutrient,L-Threonine,10,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S224,MoLS4,nutrient,L-Threonine,10,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S225,MoLS4,nutrient,L-Threonine,10,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S226,MoLS4,nutrient,L-Methionine,10,mM,L-Threonine,10,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S227,MoLS4,nutrient,L-Methionine,10,mM,L-Threonine,10,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S228,MoLS4,nutrient,L-Methionine,10,mM,L-Threonine,10,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S229,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",30,mM,sodium sulfite,20,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S230,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",30,mM,sodium sulfite,20,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S231,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",30,mM,sodium sulfite,20,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S232,Dv_base_Y_medium,respiratory growth,"Sodium D,L-Lactate",30,mM,sodium sulfite,20,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S233,Dv_base_Y_medium,respiratory growth,"Sodium D,L-Lactate",30,mM,sodium sulfite,20,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S234,Dv_base_Y_medium,respiratory growth,"Sodium D,L-Lactate",30,mM,sodium sulfite,20,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S235,MoLS4_no_Mo_no_W,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S236,MoLS4_no_Mo_no_W,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S237,MoLS4_no_Mo_no_W,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S238,MoLS4_no_W,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S239,MoLS4_no_W,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S240,MoLS4_no_W,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S244,MoLS4_no_Mo,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S245,MoLS4_no_Mo,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S246,MoLS4_no_Mo,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S247,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S248,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S249,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S250,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",60,mM,Sodium thiosulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S251,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",60,mM,Sodium thiosulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S252,Dv_base_medium,respiratory growth,"Sodium D,L-Lactate",60,mM,Sodium thiosulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S253,Dv_base_Y_medium,respiratory growth,"Sodium D,L-Lactate",60,mM,Sodium thiosulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S254,Dv_base_Y_medium,respiratory growth,"Sodium D,L-Lactate",60,mM,Sodium thiosulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S255,Dv_base_Y_medium,respiratory growth,"Sodium D,L-Lactate",60,mM,Sodium thiosulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S256,MoLS4_no_sulfide,stress,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S257,MoLS4_no_sulfide,stress,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S258,MoLS4_no_sulfide,stress,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S259,MoLS4_no_vitamins,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S260,MoLS4_no_vitamins,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set1S261,MoLS4_no_vitamins,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S265,MoLS4,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S266,MoLS4,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S267,MoLS4,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S268,MoYLS4,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S269,MoYLS4,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S270,MoYLS4,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S271,Dv_base_Y_medium,respiratory growth,Sodium pyruvate,60,mM,Sodium sulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S272,Dv_base_Y_medium,respiratory growth,Sodium pyruvate,60,mM,Sodium sulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S273,Dv_base_Y_medium,respiratory growth,Sodium pyruvate,60,mM,Sodium sulfate,15,mM,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S274,Dv_base_Y_medium,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S275,Dv_base_Y_medium,respiratory growth,Sodium Formate,60,mM,Sodium acetate,31,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S276,Dv_base_Y_medium,respiratory growth,Sodium Formate,60,mM,Sodium acetate,32,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S277,MoYLS4,stress,Sodium Chloride,125,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S278,MoYLS4,stress,Sodium Chloride,125,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S279,MoYLS4,stress,Sodium Chloride,125,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S280,MoYLS4,stress,Sodium Chloride,62.5,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S281,MoYLS4,stress,Sodium Chloride,62.5,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S282,MoYLS4,stress,Sodium Chloride,62.5,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S283,MoYLS4,stress,Sodium nitrate,50,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S284,MoYLS4,stress,Sodium nitrate,50,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S285,MoYLS4,stress,Sodium nitrate,50,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S286,MoYLS4,stress,Sodium Chlorate,6.25,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S290,MoYLS4,stress,Sodium Chlorate,6.25,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S291,MoYLS4,stress,Sodium Chlorate,6.25,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S292,MoYLS4,stress,Sodium Chlorate,3.125,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S293,MoYLS4,stress,Sodium Chlorate,3.125,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S294,MoYLS4,stress,Sodium Chlorate,3.125,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S295,MoYLS4,stress,Spectinomycin dihydrochloride pentahydrate,0.025,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S296,MoYLS4,stress,Spectinomycin dihydrochloride pentahydrate,0.025,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S297,MoYLS4,stress,Spectinomycin dihydrochloride pentahydrate,0.025,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S298,MoYLS4,stress,Piperacillin sodium salt,3,ug/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S299,MoYLS4,stress,Piperacillin sodium salt,3,ug/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S300,MoYLS4,stress,Piperacillin sodium salt,3,ug/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S301,MoYLS4,stress,Cefoxitin sodium salt,5,ug/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S302,MoYLS4,stress,Cefoxitin sodium salt,5,ug/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S303,MoYLS4,stress,Cefoxitin sodium salt,5,ug/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S304,MoYLS4,stress,Dimethyl Sulfoxide,10,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S305,MoYLS4,stress,Dimethyl Sulfoxide,10,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S306,MoYLS4,stress,Dimethyl Sulfoxide,10,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S307,MoYLS4,stress,Dimethyl Sulfoxide,7.5,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S308,MoYLS4,stress,Dimethyl Sulfoxide,7.5,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S309,MoYLS4,stress,Dimethyl Sulfoxide,7.5,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S310,MoYLS4,stress,Dimethyl Sulfoxide,5,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S311,MoYLS4,stress,Dimethyl Sulfoxide,5,vol%,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S312,Dv_base_Y_medium,fermentative growth,Sodium pyruvate,60,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S313,Dv_base_Y_medium,fermentative growth,Sodium pyruvate,60,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S314,Dv_base_medium_no_Mo_no_W,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S315,Dv_base_medium_no_Mo_no_W,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S316,Dv_base_medium_no_Mo_no_W,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S317,Dv_base_medium_no_W,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S318,Dv_base_medium_no_W,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S319,Dv_base_medium_no_W,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S320,Dv_base_medium_no_Mo,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S321,Dv_base_medium_no_Mo,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S322,Dv_base_medium_no_Mo,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S323,Dv_base_medium,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S324,Dv_base_medium,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S325,Dv_base_medium,respiratory growth,Sodium Formate,60,mM,Sodium acetate,30,mM,Sodium sulfate,30,mM,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S326,MoYLS4,stress,Spectinomycin dihydrochloride pentahydrate,0.0125,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S327,MoYLS4,stress,Spectinomycin dihydrochloride pentahydrate,0.0125,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set2S328,MoYLS4,stress,Spectinomycin dihydrochloride pentahydrate,0.0125,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S178,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S179,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S180,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S181,MoLS4_no_Biotin,nutrient,,,,Avidin,0.2,U/mL,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S182,MoLS4_no_Biotin,nutrient,,,,Avidin,0.2,U/mL,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S183,MoLS4_no_Biotin,nutrient,,,,Avidin,0.2,U/mL,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S184,MoLS4_no_lipoic_acid,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S185,MoLS4_no_lipoic_acid,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S186,MoLS4_no_lipoic_acid,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S187,MoLS4_no_thiamine,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S188,MoLS4_no_thiamine,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S189,MoLS4_no_thiamine,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S190,MoYLS4,stress,Piperacillin sodium salt,3,ug/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S330,MoYLS4,stress,Sodium nitrite,0.125,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S331,MoYLS4,stress,Sodium nitrite,0.125,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S332,MoYLS4,stress,Sodium nitrite,0.125,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S333,MoYLS4,stress,Chloramphenicol,0.005,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S334,MoYLS4,stress,Chloramphenicol,0.005,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S335,MoYLS4,stress,Chloramphenicol,0.005,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S336,MoYLS4,stress,Tetracycline hydrochloride,0.001,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S337,MoYLS4,stress,Tetracycline hydrochloride,0.001,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S338,MoYLS4,stress,Tetracycline hydrochloride,0.001,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S339,MoYLS4,stress,Sodium nitrate,50,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S340,MoYLS4,stress,Sodium nitrate,50,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S341,MoLS4_no_nicotinic_acid,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S342,MoLS4_no_nicotinic_acid,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S343,MoLS4_no_nicotinic_acid,nutrient,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S344,MoYLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S345,MoYLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set3S346,MoYLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT004,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT005,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT006,MoLS4,respiratory growth,,,,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT007,MoLS4,nutrient,casamino acids,2,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT008,MoLS4,nutrient,casamino acids,2,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT009,MoLS4,nutrient,casamino acids,2,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT010,MoLS4,nutrient,casamino acids,0.5,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT011,MoLS4,nutrient,casamino acids,0.5,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT012,MoLS4,nutrient,casamino acids,0.5,mg/mL,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT013,MoLS4_no_vitamins,nutrient,,,,casamino acids,2,mg/mL,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT014,MoLS4_no_vitamins,nutrient,,,,casamino acids,2,mg/mL,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT015,MoLS4_no_vitamins,nutrient,,,,casamino acids,2,mg/mL,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT016,MoLS4_no_ammonium_no_Mo_no_W,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT017,MoLS4_no_ammonium_no_Mo_no_W,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT018,MoLS4_no_ammonium_no_Mo_no_W,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT019,MoLS4_no_ammonium_no_W,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT020,MoLS4_no_ammonium_no_W,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT021,MoLS4_no_ammonium_no_W,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT025,MoLS4_no_ammonium,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT026,MoLS4_no_ammonium,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT027,MoLS4_no_ammonium,nitrogen source,L-Serine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT028,MoLS4_no_ammonium,nitrogen source,L-Glutamic acid monopotassium salt monohydrate,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT029,MoLS4_no_ammonium,nitrogen source,L-Glutamic acid monopotassium salt monohydrate,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT030,MoLS4_no_ammonium,nitrogen source,L-Glutamic acid monopotassium salt monohydrate,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT031,MoLS4_no_ammonium,nitrogen source,L-Glutamine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT032,MoLS4_no_ammonium,nitrogen source,L-Glutamine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT033,MoLS4_no_ammonium,nitrogen source,L-Glutamine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT034,MoLS4_no_ammonium,nitrogen source,L-Asparagine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT035,MoLS4_no_ammonium,nitrogen source,L-Asparagine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT036,MoLS4_no_ammonium,nitrogen source,L-Asparagine,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT037,MoLS4_no_ammonium,nitrogen source,L-Tryptophan,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT038,MoLS4_no_ammonium,nitrogen source,L-Tryptophan,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
DvH,set4IT039,MoLS4_no_ammonium,nitrogen source,L-Tryptophan,20,mM,,,,,,,,,,30,7.2,Anaerobic,0 rpm,
